ArticleId,ArticleTitle,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
1179017557429431126,Imagine Discovering That Your Teaching Assistant Really Is a Robot,An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel,The AI business landscape,"Gchat Was the Future of Messaging, But Google Didn't Know What It Had",Wings of Desire (1987),"Practical advice for analysis of large, complex data sets"
1179326165172129711,Matemáticos descobrem um padrão inesperado nos números primos,"Facebook Enhances Everyone's Like With Love, Haha, Wow, Sad, Angry Buttons","contentId
-1861959619649725543    Vidente reflete sobre os desafios contemporâneos
-1861959619649725543    Vidente reflete sobre os desafios contemporâneos
Name: title, dtype: object","contentId
-6499865726739947794    Microsoft's mobile problem may not be a proble...
-6499865726739947794    Microsoft's mobile problem may not be a proble...
Name: title, dtype: object","contentId
2293315701090958124    Here's the first full trailer for the next Sta...
2293315701090958124    Here's the first full trailer for the next Sta...
Name: title, dtype: object","contentId
-8099709040471107382    Vidente reflete sobre os desafios contemporâneos
-8099709040471107382    Vidente reflete sobre os desafios contemporâneos
Name: title, dtype: object"
1181735998104559604,Aurelia 1.0 is Here!!!,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Usando o git add interativo,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft",Descubra os 10 apps mais importantes para o brasileiro,7 Tips to Create a Company Learning Culture like Google - Without Resources
1184320069221244535,Ask a Female Engineer: Joining a Startup,9 Rules of Open-Office Etiquette,Alphabet testará drones de entrega nos Estados Unidos,USB-C and Lightning headphones,Microsoft adds Python to deep learning toolkit,Are Chatbots Really The Future Of Web Design?
1220948775534529013,America's allies are preparing for a bumpy ride,Management theory is becoming a compendium of dead ideas,Spotify Raises $1 Billion in Debt Financing,"Where, how much, and how: Answering the hardest questions of resource allocation",Tailoring your integration approach to specific deals,Speed for simplicity: An interview with Lenovo's Gerry Smith
1233935898842140014,Feito por Elas #01 Agnieszka Holland | AntiCast,O que é liderança? Liderança é fazer a diversidade funcionar.,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",12 JavaScript Hacks,"contentId
6206342468637502921    Como contar histórias para marcas - Podcast A ...
6206342468637502921    Como contar histórias para marcas - Podcast A ...
Name: title, dtype: object",Code.org 2016 Annual Report
1252762949661329700,Quake 3 Arena e o método Fast InvSqrt(),Estudo do Google revela os segredos do bom trabalho em equipe | Google Discovery,TensorFlow Tutorial- Part 1,"""create-react-app"" and the future of creating React applications",Creating Universal Windows Apps with React Native,Support Ended for Eclipse Android Developer Tools
1266958185239582088,Are you a bitcoin denialist? - Chris Skinner's blog,Google e GFT firmam parceria para testes com foco em blockchain - Startupi,"Why 3,000 bank branches must close","Amazon tem 31% do mercado de infraestrutura em nuvem, segundo Gartner - Computação na Nuvem",Bitcoin In The Time Of Negative Interest Rates,Siemens and General Electric gear up for the internet of things
1283472251609674486,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,This is the flying chainsaw drone you knew was coming,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",Para entender o Dia Internacional contra a Homofobia,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters
1286494666178127087,5 Internet Trends to Pay Attention to in Late 2016,O deslize da Pepsi ajudou a Pizza Hut e KFC,"Mastercard disponibiliza autenticação de pagamento por ""selfie"" no Brasil e México - Startupi",Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News,"Tenho várias ideias de negócios, qual devo levar adiante?","Celular se torna principal meio de acesso à internet nos lares, diz IBGE"
1286723199785027310,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Espressif Releases ESP8266-Killer!,Peter Doig sued for disavowing 40-year-old painting,How To Avoid Equidistant HSV Colors,MacOS Sierra Preview,Aligning text smartly in CSS
1306706744219888810,Debugging data transformations using Cloud Dataflow and Stackdriver Debugger | Google Cloud Big Data Blog,"contentId
-7356135999773525293    Fooling The Machine
-7356135999773525293    Fooling The Machine
Name: title, dtype: object","contentId
1433951803438448289    Creative partnerships: Machine learning and th...
1433951803438448289    Creative partnerships: Machine learning and th...
Name: title, dtype: object","contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object","contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object",Google's Schmidt Says Computers Not a Threat to Humans or Jobs
1314740759271289025,Larry Page's dream of building a 'Google Island' could be coming true,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Cartilha sobre técnicas de bioconstrução,Speed for simplicity: An interview with Lenovo's Gerry Smith,NES Classic Edition Coming This November,Management theory is becoming a compendium of dead ideas
1317782055909095806,Dinheiro pode sair de circulação na Suécia até 2030,Itaú prevê aumentar escala da ConectCar,Sem Parar vs Conectcar - DanBP.org,"contentId
-4975645025178552956    Sem Parar vs Conectcar - DanBP.org
-4975645025178552956                Sem Parar vs Conectcar
Name: title, dtype: object","Why 3,000 bank branches must close",Como Startups e Grandes Empresas podem colaborar para Inovar mais e melhor
1318981494172475806,"Google acquires Synergyse, an interactive training service for Google Apps",Introducing the Startup Battlefield companies of Disrupt NY 2016,"Google launches Springboard, an AI-powered assistant for its enterprise customers",Enable the new Google Contacts for your users from the Admin console,"Google I/O: Expect A.I., virtual reality",Google's official Project Wing logo revealed
1328618437884612347,"Google Cloud Machine Learning family grows with new API, editions and pricing",Expanding our IDE support with a new Eclipse plugin for App Engine,0. The case for Drupal and Commerce,Como a tecnologia está mudando o atendimento hospitalar,"Cloud Shell now GA, and still free",SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados
1331356827163029243,Dilma regula Marco Civil e acaba com WhatsApp e Facebook grátis no celular,"contentId
7216750853471801538    What Science Tells Us About Leadership Potential
7216750853471801538    What Science Tells Us About Leadership Potential
Name: title, dtype: object","contentId
2824996248683640175    Preventing Software Bugs from Ever Occurring -...
2824996248683640175    Preventing Software Bugs from Ever Occurring -...
Name: title, dtype: object",Irresistível: cebola recheada com carne moída e enrolada no bacon,[Dica] Passport Map Shows You All the Countries You Can Visit With or Without a Visa,Conheça o Google Duo: um app de chamadas de vídeo para todos
1333053624108726661,Best Practices for using Elastic IPs (EIP) and Availability Zones,Practical VPC Design - AWS Startup Collection,Migrating to the New Java 8 Date Time API | Baeldung,AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%),Building Spring Cloud Microservices That Strangle Legacy Systems,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
1339353160969606996,Enable secure mode on your web product | Intercom Docs,"contentId
7973573994178035769    Governo Dilma é desaprovado por 69% e aprovado...
7973573994178035769    Governo Dilma é desaprovado por 69% e aprovado...
Name: title, dtype: object",Astronomia: A semana de Marte - Mensageiro Sideral,"Bots, Messenger and the future of customer service",Uma recepção eficiente,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science
1348739322889189648,Johnson & Johnson comprará grupo suíço por US$ 30 bi,Dries Buytaert,Google acquires Qwiklabs to teach developers cloud skills,How SaaS is bringing B2B marketplaces back,TNSFF,7 Top CRM Trends for 2017: A Look Ahead
1349971382589894814,The Most Intolerant Wins: The Dictatorship of the Small Minority,TF-Slim: A high level library to define complex models in TensorFlow,"contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object","contentId
-7356135999773525293    Fooling The Machine
-7356135999773525293    Fooling The Machine
Name: title, dtype: object",How AI helps marketers tell better stories,"contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object"
1354035119798779232,Making your business fit for the future,"April Fools - Google apresenta o realBooks, a melhor forma de ler os seus livros digitais | Google Discovery",Barclays finally launches Apple Pay | The Memo,"Band plays on, as global oil glut leaves supertankers in a huge jam","contentId
7973573994178035769    Governo Dilma é desaprovado por 69% e aprovado...
7973573994178035769    Governo Dilma é desaprovado por 69% e aprovado...
Name: title, dtype: object",Astronomia: A semana de Marte - Mensageiro Sideral
1356221992133852808,The brilliant mechanics of Pokémon Go,4 lessons we can learn from Denmark about happiness at work,The Physical Web,"Building Chatbots with Node.js - Online Training - July 13 & 14, 2016",Google isn't abandoning Hangouts for its new chat apps,Mobile marketing statistics 2016
1362186507591814859,Conheça as 10 profissões mais felizes e infelizes do mundo,New Asia Trend Briefing from TrendWatching | SOCIAL SERVANTS,Popular Internet of Things Forecast of 50 Billion Devices by 2020 Is Outdated,LOGOBR School | Behance Reviews Campinas 2016,Forget the Cloud - 'The Fog' Is the Next Big Thing | Fox Business,5 ways to create an environment that helps adults learn to love coding
1362723651715193305,Virtual Weapons Are Turning Teen Gamers Into Serious Gamblers,Man accidentally deletes his entire company with one line of bad code,How We Got on Product Hunt Without ANY Preparation & the Gobs of Money We Made,Virtual Weapons Are Turning Teen Gamers Into Serious Gamblers,"contentId
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
Name: title, dtype: object",Hollar snags another $30 million for its fast-growing dollar store app
